text,label,source,split
يعيش العالم اليوم ويزدحم في مجمل أجزائه ومختلف مجالاته بمستجدات ومتغيرات لم يسبق له أن شهدها في مراحل سابقة، هذه التحولات شكلت منعطفا هاما في حياة الشعوب جعلتها تدرك شيئا فشيئا ومرحلة تلوى الأخرى بأنها مقدمة على العيش في عصر جديد بات حقيقة ألا وهو عصر التكنولوجيا والغزو الفضائي والثقافي، ولما كانت هذه الظاهرة في بداية تكوينها ولم تأخذ مداها المتصور لدى الإنسان، أصبحت تشكل هاجسا يرفع جملة من التحديات الاقتصادية والاجتماعية والثقافية والسياسية والفكرية والقيمية والمعيارية على دول العالم. ونظرا لآليات الاختراق التي تمتلكها ، فقد أصبح مجال تأثيرها واسع النطاق، يشمل المجتمع بأنساقه المختلفة وأهمها جميعا الأسرة، وذلك لإنفرادها بمجموعة من الخصائص والسمات جعلتها تحتل موقعا متميزا مقارنة بالأنظمة الاجتماعية الأخرى، فهي الوحدة الاجتماعية التي يقع على عاتقها مسؤولية المحافظة على النوع الإنساني، واستمرار تراثه الاجتماعي والثقافي والفكري والتاريخي والحضاري والقيمي. كما تلعب دورا بالغ الأهمية في المحافظة على قيم المجتمع التي تعد الأساس في تنظيم التفاعل الاجتماعي وضبط وتوجيه سلوك أفراده، وهي المسئولة عن إنتاج القيم وخلقها، ولكن وظيفتها هاته أصبحت تنازعها فيها مؤسسات أخرى كوسائل الإعلام بفضل الاختراق الثقافي الذي تمارسه والثقافات والقيم والمعتقدات المتمايزة التي تحملها الفضائيات، مما جعل المجتمعات تخشى على قيمها ومعاييرها وتراثها وتاريخها الذي يشكل هويتها الخاصة بفعل قوة الاختراق التي تأتيها من كل اتجاه. وعليه جاءت هذه الورقة لتبحث في الاختراق الثقافي الممارس بفعل القنوات الفضائية على منظومة القيم الأسرية في المجتمعات العربية كاستجابة علمية لرصد آلياته ووسائله وآثاره، والكشف عما إذا كان يعمل بعيدا عن العمليات الاجتماعية المحلية، أم يشكل تهديد لها يستلزم المواجهة قبل فوات الأوان..,human,original_abstract,by_polishing
شهدت المجتمعات الإنسانية عبر مراحل تطورها العديد من المحطات التي ميزت كل عصر عن غيره من العصور التي سبقته، فإذا كان عصر البرونز وعصر البخار وعصر الثورة الصناعية من أبرز الإكتشافات في تلك العصور، والأكثر تأثيرا في حياة البشر، فإن العصر الذي نعيش فيه يستحق بإمتياز تسميته عصر المعلومات والثورة التكنولوجية في مجال الاتصال والإعلام، فلقد حولت الوسائط والتقنيات الحديثة المجتمعات الإنسانية إلي قرية كونية محدودة الأزمنة والأمكنة على حد مقولة مكلوهان، فلم نعد بحاجة إلى وقت كبير وقطع مسافات طويلة من أجل إيصال رسائلنا الإعلامية إلى مختلف فئات الجمــاهير، فقد وفرت علينا تكنولوجيا الاتصال والإعلام الحديثة عبء التنقل واستغراق وقت طويل في أداء ما تريده من الأخرين، فالملاحظ في تطور هذه الوسائط الاتصالية يري أنها أحدثت تغييرات في العديد من الأنماط والعادات والسلوكات والعناصر ضمن القرية الكونية العالمية، فإذا كانت أنماط وعادات الفرد وسلوكاته تأثرت بما جاءت به هذه الوسائط من رسائل جديدة، فإن العلوم على إختلاف مجالاتها أيضا تفاعلت مع هذه الثورة المعلومــاتية، ويعد ميدان الإعلام والاتصال من بين المجالات التي تأثرت كثيرا بما جاءت به وسائط الاتصال والإعلام الحديثة، ومن بين العناصر التي تفاعلت مع المعلوماتية نجد مفاهيم ونظريات و مقاربات علوم الإعلام لاتصال التي أخذت تتأثر على مستوى الرسالة والوسيلة معا .ومنه نطرح التساؤلين :- لماذا نعيد النظر في مفاهيم الإعلام والاتصال. .- وفيما نعيد النظر. وكيف نعيد النظر في هذه المفاهيم؟.,human,original_abstract,by_polishing
يرى العديد من المفكرين أن العدوان ظاهرة اجتماعية قديمة صاحبت الإنسان منذ نشأته على الأرض، وكانت الرغبة في العدوان عند بعض الشعوب البدائية هي الغالبة على الرغبة في السلم لأنها تعيش حالة خوف من عدوها فتبادر هي بالعدوان.ومع فجر الحضارة أصيبت الإنسانية بمرض العدوان والحروب ، ومع هذه الظاهرة المرضية تدفق نهم الإنسان لامتلاك القوة وتكريس العنف والعنف المضاد وتسويغه إعلاميا وخلق المبررات له حتى يبدو حقا مشروعا لدى الشعوب المعتدية في نظر الرأي العام..,human,original_abstract,by_polishing
يمتد اهتمام العلماء والمفكرين بالأسرة إلى جذور قديمة قدم التاريخ الإنساني، إذ لا توجد حضارة من الحضارات الراقية إلاّ وتركت تراثا مكتوبا يحمل في ثناياه أبحاثا عن الأسرة. لكن اختلفت هذه الاهتمامات عن الأبحاث العلمية المعاصرة والّتي يحاول العلماء المعاصرون تأصيلها وفقا لأسس تعتمد على المفاهيم والافتراضات والمنهج العلمي.علما بأنّ هؤلاء المفكرين تبنى كلّ واحد منهم تصورا خاصا به، حيث جاءت معالجتهم مختلفة طبقا لاختلاف رؤاهم وتصوراتهم عن الأسرة والمجتمع، إلى أن شهدت الأسرة مع بدايات القرن التاسع عشر تفككا اجتماعيا كبيرا على إثر تطور التصنيع وخروج المرأة للعمل وبعد الإقامة عن المؤسسات المهنية.,human,original_abstract,by_polishing
إن الثورة المعلوماتية الحديثة التي أحدثها التطور الهائل للتكنولوجيا جعل من العالم قرية كونية حقيقة لا يمكن تجاهلها، فتطورت الحاسبات وشبكات الهاتف، وشبكات المعلومات، واستخدمت تكنولوجيا البث الفضائي، وظهرت تكنولوجيا الوسائط المتعددة، وتكنولوجيا الاتصال التفاعلي بتطبيقاتها المختلفة، وفي هذا الإطار برزت وسائل اتصالية حديثة وعالمية متميزة وذلك لما تمتلكه هذه الوسائل من إمكانيات وقدرات وخصائص تكنولوجية تفتقدها الوسائل الاتصالية الحديثة وفي مقدمتها النقل الحي السريع للمعلومات واستخدامها للوسائط المتعددة كالصوت والصورة الثابتة والمتحركة وتبادل الرسائل بين أطراف العملية الاتصالية والجمع بين خصائص وسائل الاتصال الشخصي ووسائل الاتصال الجماهيري والتكويني...,human,original_abstract,by_polishing
"قد عرف الجزائريون التنصير منذ أن داست جحافل الفرنسيين أرض الجزائر، ليكون وسيلة من وسائل الاستعمار الفرنسي في تثبيت دعائمه وتحقيق مطامعه الاستعمارية الاستيطانية والتوسعية، غير أن القائمين على التنصير لم يحققوا الأهداف المسطرة نظرا لارتباط عملهم هذا بكل ما تحمله هذه الكلمة من معاني الاستعباد والاستغلال، ونظرا لظروف ذاتية وموضوعية اقترنت زمنيا بهذه الظاهرة. وبعد خروج الاحتلال الفرنسي بقيت المنطقة معرضة لنشاط المنصرين، غير أن الظاهرة عرفت بعدا آخر ونشاطا مكثفا في السنوات الأخيرة في ظل متغيرات محلية ودولية جعلت من التنصير "" حقا لأقلية دينية "" وأسفرت عن ردة مجموعة من الجزائريين عن دينهم بسبب الظروف المعيشية الصعبة.",human,original_abstract,by_polishing
رتبطت علوم الإعلام والاتصال تاريخيا بظهور وسائل الاتصال الجماهيري لتتضاعف أواصر هذه الصلة أكثر فأكثر في زمن المعلوماتية. فمنذ الأربعينات طرحت تساؤلات حول تأثيرات التكنولوجيات الإعلامية والاتصالية وانعكاساتها على الأفراد والتنظيمات والدول وازدادت الانشغالات بظهور الملتيميديا.فجل نظريات الاتصال تناولت الاستخدامات والتأثيرات ولعل أكثر المواضيع التي لاقت اهتمام علماء الإعلام والاتصال ما يتصل بتأثيرات وسائل الاتصال الجماهيري في الرأي العام. علما بأن هذا الموضوع وفد إليه علماء من تخصصات شتى جعلت علوم الإعلام والاتصال علوما متعددة الاختصاصات ثم اتسع أفق الدراسات الاتصالية الإعلامية ليأخذ البحث في هذا الميدان مسالك عديدة لم تعد تكتفي بالاستخدامات والتأثيرات المطلقة أو الانتقائية أو المحدودة وإنما أصبح الأمر يتعلق بدور هذه التكنولوجيات بوصفها سلاحا يدير الأحداث ويصنفها ويغير مجراها حتى أن المقاربات الحديثة في الاتصال أصبحت ترى كل شيء اتصالات ليصبح الاتصال أداة للتفاوض والتقارب والتنازع أيضا..,human,original_abstract,by_polishing
"وضوع الاستهلاك لقي اهتمام كبير من قبل الباحثين في العلوم الاجتماعية ""وتظهر تحليلات ماكس فيبر في كتابه (الأخلاق البروتستانتية وروح الرأسمالية)، مدى إسهاماته في النظرية السوسيولوجية عامة، وعلم الاجتماع الاقتصادي خاصة، ولاسيما أن هذه الإسهامات اتخذت أبعاداً سوسيو-تاريخية (تاريخ الاقتصاد العام)..وركز في تحليلاته على العلاقة بين الاقتصاد والدين والمظاهر الثقافية الأخرى التي توجد في المجتمع مستخدماً في ذلك العديد من المداخل السوسيولوجية التي اتسمت بها كتاباته وتحليلاته "". فالاستهلاك ظاهرة تمس كل شرائح المجتمعات بغض النظر عن دياناتها..",human,original_abstract,by_polishing
تمثل الإنتاجية أهم القضايا الحيوية المؤثرة على معدلات النمو الإقتصادي وتعد مدخلا أساسيا للتغلب على مشاكل الأداء البشري. أما تحسين الإنتاجية: فهو جهد مخطط يعبر عن جودة التسيير. الذي تهدف إليه كل إدارة مستعينة بالإتصال الداخلي. لاسيما حين تكون الموارد محدودة والنشاط الإقتصادي دون المستوى المطلوب. فهنا تظهر أهمية الإتصال الداخلي في تحسين العملية الإنتاجية بتقليل التكلفة واختصار النفقات أو بالإستغلال الأمثل للموارد المتاحة. وعليه لابد من الأخذ في الحسبان كل من الإتصال الداخلي، و مستوى أداء الأفراد كيفما كان واقع المنظمة سواء ناجحة أو متعثرة..,human,original_abstract,by_polishing
تطرح الكثير من الأبحاث العربية المتخصصة في مجال الإعلام مسألة الحرية الإعلامية من خلال مدارس متعددة لها فلسفتها الخاصة في هذا المجال، وتناقش هذه الأبحاث السياقات الاجتماعية التي أدت إلى نشوئها وانتشارها بشكل كبير في الحقل الإعلامي، وقد سلمت عموما بأن بيئتها غربية ومنظروها باحثون غربيون لهم نظرتهم وخطابهم حولها وهو في نظري خطاب بعضه فضفاض يناقشها من غير قيود ولاحدود، ويحاول فرضها على مختلف البيئات ومنها البيئة العربية التي لم تكن صانعة لأدوات المعرفة الإعلامية الحديثة والمعلومات، وقد استوردت المصطلح ونظرياته فكان نظامهما الإعلامي خليط من التوجهات الإعلامية الليبرالية والاشتراكية والسلطوية، وبدت الحرية الإعلامية في مأزق في البداية ثم أخذت طريقها إلى التطبيق كما هي عليه في المجتمعات الغربية لتسيئ بذلك إلى سلم القيم لدى المشاهد أو القارئ العربي..,human,original_abstract,by_polishing
ن أهم صفات الكائن البشري وجود علاقات بينه وبين الآخرين ومن الأفضل تسميتها بالعلاقات البشرية بغض النظر عن كونها علاقات إيجابية أو سلبية وهي بالتالي تختلف عن مفهوم العلاقات الإنسانية والتي أصبح متعارف عليها بالعلاقات الإيجابية. ويتخذ التفاعل الاجتماعي صور وأساليب متعددة فقد يحدث هذا التفاعل بطريق مباشر أو غير مباشر بين عدد محدود من الأفراد أو عدد كبير. ويكون عن طريق استخدام الإشارة واللغة والإيماء بين الأشخاص. ويأخذ التفاعل الاجتماعي أنماطاً مختلفة تتمثل في التعاون والتكيف والمنافسة والصراع. وحينما تستقر أنماط التفاعل وتأخذ أشكالا منتظمة فإنها تتحول إلى علاقات اجتماعية كعلاقات الأبوة والأخوة والزمالة...,human,original_abstract,by_polishing
يعد التواصل عملية يتفاعل بمقتضاها متلقي ومرسل الرسالة في مضامين اجتماعية معينة تحتاج إلى استخدام اللغة اللفظية وغير اللفظية،لاسيما ان كان الهدف تعليميا تربويا، ففي هذه العملية يتم نقل الأفكار والمعلومات( منبهات ) بين الأفراد المتلقين عن قضية أو واقع معين أو معنى مجرد، فحين نتواصل، نشرك الآخرين في المعلومات والأفكار وفي جوانب عديدة في السلوك الاجتماعي، فالاتصال ينتشر ويتخلل الظروف الاجتماعية المحيطة بنا وحتى يكون الاتصال فعالا يجب أن يكون هناك قدرة على الجمع بين الاتصال اللفظي وغير اللفظي، حيث يكمل كل واحد منهما الآخر، بحيث يتطابق الاتصال اللفظي مع الاتصال غير اللفظي، كتطابق لغة الجسد مع الكلام الشفهي.,human,original_abstract,by_polishing
عتمدت الثقافة في تطورها وانتشارها خلال مراحل التاريخ الإنساني على التكنولوجيا اعتمادا كبيرا، فاستخدمت التواصل الإنساني المباشر في المراحل الأولى للتطور البشري، ثم استخدمت الإشارات والحركات، ثم حكايا الجدات والأجداد والروايات الشفهية ثم الكتابة والفيلم السنيمائي، والبث الإذاعي والتلفزيوني، وصولا إلى محطات الإرسال والاستقبال، والقمر الصناعي، و الكوابل، والحاسبات، ومراكز المعلومات وغيرها. وخلال مسيرة الإنسانية الطويلة كانت التكنولوجيا بمختلف درجاتها وأنواعها وأساليبها تنقل الثقافة وتنشرها، تؤثر تأثيرا فعالا في بنيتها، وتتيح لها، التأثير في تطور المجتمع كله، وانتقاله من مرحلة اقتصادية واجتماعية إلى مرحلة أخرى، ويبرز دور التكنولوجيا في تكوين الثقافة أكثر ما يبرز بعد التطور الهائل في التكنولوجيا عامة، وتكنولوجيا الثقافة خاصة..,human,original_abstract,by_polishing
يطلق مصطلح البرلمان، في مفهومه العام، على كل هيئة تمثيلية مكونة من أفراد فوضهم الشعب مسؤولية تمثيله لإرساء الإطار القانوني العام الذي يحكم المجتمع والحرص على أن يطبق الجهاز التنفيذي هذه الشروط القانونية بأسلوب مسؤول. ويحمل البرلمان تسميات مختلفة في بلدان مختلفة؛ ففي الولايات المتحدة يسمى الكونغرس، وفي اليابان الدايت، وفي الكاميرون الجمعية الوطنية، وفي الصين مؤتمر الشعب الوطني...الختتشكل أغلب البرلمانات، عموما، في انتخابات تجرى، إلى حد ما، بوتائر منظمة وعلى أساس الاستفتاء العام. وفي بعض الأنظمة، ولا سيما الأنظمة ذات المجلسين، قد يتم تشكيل أحدهما على أساس التعيين؛ ويستخدم هذا الأسلوب عادةً لتأمين تمثيل قطاعات معينة من المجتمع التي قد لا تحظى بالتمثيل في البرلمان..,human,original_abstract,by_polishing
إن المتتبع للمشهد الإعلامي العربي خاصة الفضائي منه يلاحظ التزايد المستمر في عدد الفضائيات العربية على اختلافها وتنوعها سواء من حيث الملكية أومن حيث المضمون،حيث تشهد الساحة الإعلامية في المنطقة العربية تطورات لافتة للانتباه على أن المثير في هذه التطورات هو أن ما أتاها ليس عربيا بل إنه أجنبي ناطق بالعربية، فمنذ أحداث 11 سبتمبر تصاعد الاهتمام الدولي بالمنطقة العربية، وتزايد التنافس على استقطاب نحو 300 مليون شخص يعيشون في العالم العربي ويعيشون ظروفا سياسية جعلت من الأخبار محركا أساسيا في حياتهم اليومية، فعديد من الدول الأجنبية قامت بإطلاق فضائيات ناطقة باللغة العربية، إخبارية بالدرجة الأولى ممولة من طرف الدول التي تبث منها.ومن هذه القنوات: الحرة الأمريكية، العالم الإيرانية، فرانس 24 الفرنسية وروسيا اليوم الروسية....,human,original_abstract,by_polishing
شهد القرن العشرين العديد من المتغيرات النوعية في وظائف الإعلام والاتصال في المجتمعات المعـاصرة، و قد ساعدت هذه التغيـرات على إبراز حدة التنـاقض بين التأثير الضخم لوسائل الإعـلام و الاتصال من ناحية وبين النصوص الجامدة التي لا تتواكب مع هذه المتغيرات من ناحية أخرى، مما يستلزم معه إعادة النظر بصورة شاملة في الاتصال كظاهرة مجتمعية معاصرة وفي النصوص و التشريعات التي تتحكم في هذه الظاهرة و تتحدد مساراتها و حركتها و ذلك سعيا لإزالة التناقض بينهما و فتح الطريق أمام مزيد من المشاركة الجماهيرية الواسعة في مختلف العمليات الاتصالية الفردية و الجماعية..,human,original_abstract,by_polishing
تزال الأمة العربية -وعلى الدوام- تتغنى بمآثر حضارتها العريقة، حضارة بالرغم من اندثارها وتعاقب الأزمان عليها، إلا أنها ظلت محطة هامة من محطات الرقي الإنساني في أوج تطوره، وما يقع على عاتق تلك الأمة اليوم، وفي ظل الكوكبة ونتيجة لتنامي أدوار وسائل الإعلام وكذا التكنولوجيات الحديثة، هو مهمة إعلاء الكلمة العربية، عن طريق توظيف لغة الضاد في مضامين صحفها وقنواتها الإذاعية والتلفزيونية، ولما لا أفلامها السينمائية، خشية أن تتعرض لاحتمال الانقراض، فاسحة بذلك المجال إلى تحقيق تعاظم مستفيض للغات الأجنبية الأخرى: الانجليزية والفرنسية خاصة، والتي تتفق الأغلبية الساحقة من الناس على أنها لغات التكنولوجيا ولغات الإعلام، متغاضين أو متناسين عظمة اللغة العربية، والتي هي مستمدة من عظمة الدين الإسلامي والقرآن الكريم..,human,original_abstract,by_polishing
منتديات الانترنت هي واحدة من تطبيقات المشاركة والتفاعل والإعلام البديل التي جاءت بها الشبكة بما يحقق للجميع إسماع أصواتهم، وهي في الوقت نفسه مجموعة من البرامج المختلفة تعمل على تطبيق هذا النوع من التواجد الحي للتجمعات على الانترنت. وهي نشاط يعود إلى حوالي عام 1995 العام الذي بدأت فيه المنتديات في الظهور، وتمثل مرحلة انتقالية أو تطورية من النشرات الالكترونية BBS، ومجموعات الأخبار التي سادت في الثمانينات وبداية التسعينات، لتخلق نوعا من المجتمعات الافتراضية التي تدور غالبا حول موضوع معين أو بلد أو مجموعة من الموضوعات. فخلال السنوات الأخيرة لعبت هذه المنتديات دورا إعلاميا في الترويج للأفكار ونشر البيانات المكتوبة والمصورة، بل وأصبحت وسائل الإعلام التقليدية بما في ذلك وكالات الأنباء تلجأ لما تكتبه وتعيد بث الصور التي تعرض فيها، والأمثلة لا حصر لها..,human,original_abstract,by_polishing
إن سقوط بعض أنظمة الحكم في العالم أضحت موضوعا مهيمنا يدرس في الجامعات وفي مجال الدراسات العليا ومراكز الدراسات الإستراتيجية وفي اغلب المنتديات والمجالس العامة والخاصة، ولعله بدأ بإحداث انقلاب على نظريات كلاسيكية ومفاهيم اعتمدت في المناهج الدراسية لسنوات طويلة، وشكل تحديا لكل المراكز البحثية في البحث عن نظريات ومفاهيم تنزع إلى دراسة الموجات التغيرية والأساليب التغيرية في العالم الإسلامي والعربي على وجه الخصوص، فان حالة الانهيار السريع لبعض الأنظمة العربية تستدعي إعادة النظر في مناهج التحليل السياسي التي ظلت تهمل حركات التغيير الكامنة غير المنظمة في المجتمعات العربية ، وتعظم في الوقت ذاته من قدرات وأدوات الأنظمة السياسية العربية على استبعاد أي تغيير ظاهري بما يدعم بقاءها وقدرتها على الاستمرار.,human,original_abstract,by_polishing
"يعرف (جفكنز) الجمهور ""بأنه جماعة من الناس تتصل بهم المؤسسة على المستوى الداخلي والخارجي"" كما يرى حسن خير الدين أن الجمهور عبارة عن ""جماعة من الأفراد تقع في محيط نشاط مؤسسة معينة تؤثر عليها وتتأثر بها""، بينما يعرفه (أجبرن) بأنه ""عبارة عن أفراد أو هيئات أو منظمات لها ميول وآراء واتجاهات وقيم وتوقعات مشتركة""، ويذهب (ليونارد وفيليب ) إلى أن مفهوم الجمهور يعبر عن ""الأفراد الذين تربطهم علاقات ما تحت تأثير موقف ما أو نشاط مشترك بحيث يعبر عن ذلك الاهتمام الذي يؤثر في سلوكهم""..",human,original_abstract,by_polishing
"ترجع أصول كلمة ""أزمة"" ( crisis) إلى الكلمة اللاتينية (krinei)، ومعناها "" أوان اتخاذ القرار""، وأي وقت صعوبة وشدة يهدد تاريخ شخص أو منظمة معينة.ويختلف تعريف الأزمة باختلاف التوجهات الفكرية والتخصصات العلمية، ففي القاموس البريطاني (ويبستر) تعني:"" الوقت الحاسم أو الخطير الذي تعتمد نتائجه على قدر كبير من العواقب السلبية""، ويعرفها قاموس ( لونجمان) بأنها: "" زمن يتسم بوجود خطر كبير أو صعوبة شديدة أو عدم اليقين سواء في السياسة أو الاقتصاد""، ويعرفها قاموس (هيرتيج) الأزمة بأنها:-حالة خطيرة وحاسمة أو نقطة تحول.-أوضاع غير مستقرة في الشؤون السياسية أو الاقتصادية أو العالمية، والتي يوشك أن يحدث فيها تغيير حاسم. - تغيير فجائي في مرض مزمن إما للتحسن أو للتدهور..",human,original_abstract,by_polishing
"بشكل واضح بعد الحرب العالمية الثانية ، وكانت مرتبطة بدرجة أولى بتحقيق التفاهم المتبادل بين الناس عن طريق تعميق الفهم والمعرفة والتوعية، ومنذ ذلك الوقت أخذت ممارستها عدة أشكال وفق نشوء وتطور المؤسسات الاجتماعية والاقتصادية والسياسية وما نتج عنها من ظهور حاجات ملحة لأنشطة جديدة تهتم بعلاقات المؤسسات الصناعية والتجارية مع جماهيرها؛ وتجد العلاقات العامة تبريرها في كون المنظمة بصفة عامة ما هي إلا نظام مفتوح يجب أن يتفاعل مع مجموعة النظم المحيطة به انطلاقا من العمل على تحسين الصورة الذهنية للمؤسسة وكسب تأييد الرأي العام، وبالنظر إلى الأدبيات وخاصة منها الإنجلوساكسونية، فيلاحظ أن العديد منها تميل إلى تعريف العلاقات العامة انطلاقا من"" أنها جملة من الجهود والقرارات والسياسات التي تبذلها المؤسسة وتهدف إلى تعزيز التفاهم بين المؤسسة وكل أو بعض جماهيرها "" ، بينما لا يختلف الباحثون في تحديدهم للعناصر الأساسية التي تقوم عليها العلاقات العامة وهي باختصار: المنظمة، والجمهور، وقنوات الاتصال.لا يمكن الحديث عن العلاقات العامة بإغفال النماذج النظرية والتطبيقية التي يعمل وفقها هذا النظام، وخاصة فيما يتعلق الأمر بنماذج العلاقات العامة التي جمعها (جورنج) والتي أصبحت جوهر العلاقات العامة فيما بعد..",human,original_abstract,by_polishing
عنوان هذه الدراسة: ، أتناول من خلالها بعض الملامح الإعلامية التي يتضمنها القرآن الكريم، وذلك من خلال تفسير بعض آيه الكريمة تفسيرا إعلاميا، يبرز جوانب من الإعجاز الإعلامي في القرآن الكريم، والذي يظهر من خلاله كمعجزة إعلامية سبقت التشريعات الإعلامية الحديثة إلى التأسيس لمبادئ وأخلاقيات العمل الإعلامي المعاصر. ثم إن هذه الدراسة تهدف أيضا إلى التأكيد على إمكانية تفسير القرآن الكريم تفسيرا إعلاميا يعنى أساسا ببيان المبادئ والأسس الأخلاقية والأدبية التي يتطلبها العمل الإعلامي عند تحري الخبر ونقله..,human,original_abstract,by_polishing
"قد شهد العالم مع نهاية القرن العشرين تغيرا نوعيا في مشهده الإعلامي والذي يأتي امتدادا منطقيا لمفهوم العصر ألمعلوماتي الذي ما فتئ يتأسس في حاضر الحياة البشرية بصفة بارزة بحيث أن التطورات الكبيرة التي عرفتها التكنولوجيات الحديثة لوسائل الاتصال في مختلف المجالات الحيوية للإنسان و خاصة في ميدان الإعلام و الاتصال قد جعلت من الفضاء الخارجي للكرة الأرضية مساحة واسعة للمنافسة و الاستغلال و خاصة من قبل المؤسسات الإعلامية و الشركات الاتصالية الكبرى العالمية مستعملة الأقمار الصناعية في إحداث ثورة عارمة في مختلف مناحي الحياة الاتصالية و جعلها وسيلة تقرب بها المسافات البعيدة و تتجاوز بها الحدود الجغرافية بيسر و سهولة محولة بذلك العام إلى قرية صغيرة على حد تعبير المفكر الكندي ""مارشال ماكلوهان""..",human,original_abstract,by_polishing
"إنّ الوظيفة الجوهرية للتلفزيون الجزائري في ظلّ ما يعيشه الوطن من أزمة على مستوى الهوية (الهوية اللغوية والهوية الثقافية) ترتبط أساسا بمحاولة إيجاد حلول عملية اتجاه هذه الأزمة، والسعي إلى تعزيز الهوية الوطنية ذات الصلة باللغة والعقيدة، بالإضافة إلى نشر المضامين الدالة على ثقافة المجتمع الجزائري وعاداته وتقاليده، وآدابه وفنونه وتراثه، سيما مع ما يشهده العالم من تحولات عميقة على مستوى الهويات، بسبب الانتشار الكبير لخطابات العولمة، والتي حولت المواطن المحليّ الوطني إلى مواطن عالمي، نادرا ما يستطيع أن يحدّد لنفسه مكانا وموقعا بين الأصالة والمعاصرة.هذا المقال، قراءة للواقع الإعلامي""التلفزيوني"" في الجزائر وكيفية تعاطيه مع أزمة الهوية التي يعاني منها المجتمع الجزائري: أفرادا وجماعات، مع البحث عن سبل لتطوير وترقية المضمون التلفزيوني بما يخدم الهوية وغاية الإصلاح والتنمية..",human,original_abstract,by_polishing
إن التطور العلمي والتكنولوجي وفر الكثير من الوسائل الإعلامية التي يمكن أن تساهم في إدارة الأزمات والعمل على التقليل من آثارها الوخيمة، لكن هذه الوسائل لا يمكن أن يكون لها دور فعال إذا لم تخضع للتخطيط الجيد عبر مختلف مراحل إدارة الأزمة باستخدام المنهج العلمي وأدواته المختلفة من أجل احتواء الأزمة قبل استفحالها.فالتخطيط الإعلامي أضحى ضرورة من ضرورات العصر في ظل استفحال الأزمات وانتشارها بشكل كبير مما جعل المنظمات المختلفة معرضة لمخاطر عديدة وجعل صورتها الذهنية مهددة أيضا.انطلاقا من ذلك يمكن القول أن التخطيط الإعلامي ذا أهمية بالغة بالنسبة لمختلف المنظمات كونه يساعد على التعامل الأمثل مع الأزمات بقدر من الكفاءة والفاعلية بما يحقق أقل ضرر للمنظمة والمجتمع..,human,original_abstract,by_polishing
نستهدف في هذه الدّراسة، الإعلام الصّحي وابرز التطوّرات والمستحدثات الجديدة في مجال الصّحة والطّب، الموجهة إلى الجماهير لتحقيق ثقافة صحية عالية، من أخبار وبيانات ومعلومات وإحصائيات صحية وبرامج توعية هادفة إلى خدمة الصحة العامة للمجتمع ككل. اعتمدنا المنهج الاستقرائي حول المعوّقات التي تواجه الإعلام الصحي، كالآتي: عدم وجود خبرات كافية متخصصة بالإعلام الصحي، غياب التوازن في نشر الموضوعات والإشكالية الحاصلة بين الإعلام الصحي والإعلان الصحي، غياب الدعم المالي للإعلام الصحي، البحث عن المصادر الإعلامية المخصصة وتقصي التقارير وانتقاء مصادر المعرفة الوقائية..,human,original_abstract,by_polishing
يعالج البحث دور تكنولوجيا الاتصال في تعزيز القطاع السياحي، ويسلط الضوء على أهمية الانترنيت والمواقع الالكترونية في الترويج السياحي وتفعيل السياحة الافتراضية، وبالتالي ظهور خدمات جديدة، وسياح جدد يواكبون التطور الرقمي الذي فرضته التقنيات الجديدة للاتصال.توصل البحث إلى أن تطبيقات تكنولوجيا الاتصال دفعت بعجلة القطاع السياحي من خلال الامتيازات التي تتمتع بها، ناهيك عن الترويج السياحي بفضل السياحة الافتراضية التي تمنحها للسائح من مختلف أنحاء العالم والجولات الافتراضية للمواقع الأثرية والسياحية. فالمواقع الالكترونية تعد العامل الرئيسي للنهوض بالقطاع السياحي .لذا بات من الضروري التوافق بين السياحة التقليدية والسياحة الافتراضية وتسخير كل المستلزمات لجعلها تسير جنبا إلى جنب معها، وبالتالي دفع سيرورة القطاع الاقتصادي والتنمية الاقتصادية للدول..,human,original_abstract,by_polishing
عتمدنا في منهجنا ا القراءة التحليلية، لغرض البحث حول موضوع اشكالية المفاهيم العلمية التي تعكس الصورة الواضحة لملامح البيئة التي تشكّلت خلال توسّع وانتشار وسائل الاعلام الجماهيرية. وفي خلاصة البحث توصلنا إلى الآتي: أنّ وصف عملية الاتصال التِي تتمّ عبر وسائل الإعلام؛ بالبيئة التفاعلية، فهذا المصطلح هو الأكثر دقة في وصف علاقة الجمهور بوسائل الإعلام التفاعلية. وعليه، فإنّ الاستخدام ينطوي على التّفاعل مع الوسيلة ومضمون المحتوى. فأصبح مِن اللاّ زم إدراج مفهوم التفاعُلية كنمط جديد يعكس ما يحدث خلال هذه البيئة التواصُلية..,human,original_abstract,by_polishing
